pedido_id,data_pedido,cliente_id,produto_id,quantidade,valor_unitario,desconto_pct,valor_total,status
2632,2024-10-23,128,8,1,195.91,0.0,195.91,Entregue
2633,2024-02-18,268,7,1,50.46,0.1,45.41,Entregue
2634,2024-01-29,186,25,2,437.66,0.0,875.32,Em trânsito
2635,2024-11-25,110,20,3,61.4,0.0,184.2,Entregue
2636,2024-03-19,426,24,2,361.41,0.0,722.82,Cancelado
2637,2025-04-08,488,14,1,61.85,0.0,61.85,Em trânsito
2638,2025-11-07,492,14,1,61.85,0.0,61.85,Entregue
2639,2025-11-08,124,12,3,175.49,0.0,526.47,Entregue
2640,2025-05-20,339,17,1,63.03,0.0,63.03,Entregue
2641,2024-07-02,232,9,1,148.2,0.1,133.38,Entregue
2642,2025-10-29,492,9,2,148.2,0.0,296.4,Entregue
2643,2025-11-09,150,19,1,78.99,0.0,78.99,Entregue
2644,2024-06-20,243,16,1,47.93,0.0,47.93,Cancelado
2645,2025-07-26,392,18,2,90.59,0.0,181.18,Entregue
2646,2024-09-04,111,25,2,437.66,0.0,875.32,Cancelado
2647,2025-09-18,214,14,1,61.85,0.0,61.85,Entregue
2648,2025-12-30,469,6,1,68.08,0.0,68.08,Cancelado
2649,2024-01-27,237,11,1,33.09,0.15,28.13,Entregue
2650,2025-11-14,349,22,1,168.57,0.0,168.57,Entregue
2651,2025-04-21,412,8,1,195.91,0.0,195.91,Cancelado
2652,2025-12-19,487,19,2,78.99,0.0,157.98,Entregue
2653,2024-12-15,455,8,1,195.91,0.0,195.91,Entregue
2654,2025-10-19,229,7,1,50.46,0.0,50.46,Cancelado
2655,2024-02-28,344,9,1,148.2,0.0,148.2,Entregue
2656,2024-10-11,98,22,1,168.57,0.0,168.57,Entregue
2657,2024-03-04,238,2,1,431.76,0.0,431.76,Entregue
2658,2025-12-20,72,2,1,431.76,0.05,410.17,Cancelado
2659,2025-09-29,243,18,1,90.59,0.0,90.59,Em trânsito
2660,2025-10-22,366,15,3,57.27,0.05,163.22,Entregue
2661,2025-12-02,264,7,1,50.46,0.0,50.46,Cancelado
2662,2024-03-20,384,5,1,137.73,0.15,117.07,Entregue
2663,2024-11-09,228,17,1,63.03,0.0,63.03,Entregue
2664,2024-03-07,316,6,1,68.08,0.1,61.27,Cancelado
2665,2024-07-02,39,20,1,61.4,0.0,61.4,Em trânsito
2666,2024-07-18,295,11,2,33.09,0.0,66.18,Entregue
2667,2024-12-17,71,21,1,570.07,0.0,570.07,Entregue
2668,2024-08-21,52,15,2,57.27,0.05,108.81,Entregue
2669,2024-04-03,434,12,1,175.49,0.0,175.49,Entregue
2670,2024-05-27,260,2,1,431.76,0.0,431.76,Em trânsito
2671,2024-05-11,372,10,1,167.45,0.0,167.45,Em trânsito
2672,2025-12-19,310,6,1,68.08,0.1,61.27,Entregue
2673,2025-08-13,341,9,1,148.2,0.15,125.97,Entregue
2674,2025-12-16,86,25,1,437.66,0.0,437.66,Entregue
2675,2024-12-03,54,21,1,570.07,0.0,570.07,Cancelado
2676,2024-08-29,55,6,1,68.08,0.0,68.08,Entregue
2677,2025-09-14,50,10,1,167.45,0.0,167.45,Entregue
2678,2024-10-05,422,22,2,168.57,0.0,337.14,Entregue
2679,2024-09-15,442,18,1,90.59,0.0,90.59,Entregue
2680,2024-07-21,438,23,1,298.32,0.1,268.49,Entregue
2681,2024-04-27,151,19,2,78.99,0.0,157.98,Entregue
2682,2024-08-11,474,10,1,167.45,0.1,150.7,Em trânsito
2683,2024-10-24,248,18,1,90.59,0.0,90.59,Entregue
2684,2025-06-01,255,7,1,50.46,0.0,50.46,Entregue
2685,2024-02-29,179,3,1,350.84,0.1,315.76,Entregue
2686,2024-07-01,363,25,1,437.66,0.0,437.66,Entregue
2687,2025-09-23,7,9,1,148.2,0.0,148.2,Cancelado
2688,2024-05-10,494,2,1,431.76,0.0,431.76,Entregue
2689,2024-10-15,104,3,1,350.84,0.15,298.21,Entregue
2690,2025-10-30,41,4,2,301.5,0.0,603.0,Cancelado
2691,2024-05-17,493,9,1,148.2,0.0,148.2,Entregue
2692,2024-03-18,135,4,1,301.5,0.0,301.5,Entregue
2693,2024-12-24,26,21,1,570.07,0.0,570.07,Entregue
2694,2024-09-17,190,22,3,168.57,0.0,505.71,Entregue
2695,2025-03-01,421,21,3,570.07,0.0,1710.21,Entregue
2696,2025-09-19,86,22,1,168.57,0.0,168.57,Cancelado
2697,2024-05-03,479,24,1,361.41,0.0,361.41,Entregue
2698,2025-03-16,249,17,1,63.03,0.15,53.58,Em trânsito
2699,2025-01-05,355,1,2,218.58,0.05,415.3,Entregue
2700,2024-05-08,464,19,2,78.99,0.0,157.98,Entregue
2701,2025-04-22,27,21,1,570.07,0.0,570.07,Cancelado
2702,2024-08-25,356,7,1,50.46,0.1,45.41,Entregue
2703,2024-12-26,134,5,1,137.73,0.1,123.96,Entregue
2704,2024-03-17,140,15,1,57.27,0.0,57.27,Entregue
2705,2024-12-12,209,17,3,63.03,0.0,189.09,Em trânsito
2706,2024-09-20,149,22,1,168.57,0.0,168.57,Cancelado
2707,2025-10-03,497,10,1,167.45,0.0,167.45,Entregue
2708,2024-02-23,189,17,1,63.03,0.0,63.03,Entregue
2709,2024-11-23,5,6,2,68.08,0.0,136.16,Entregue
2710,2024-12-12,374,8,1,195.91,0.1,176.32,Em trânsito
2711,2025-07-15,112,7,2,50.46,0.0,100.92,Entregue
2712,2025-03-11,356,1,2,218.58,0.0,437.16,Entregue
2713,2025-05-27,93,7,1,50.46,0.05,47.94,Entregue
2714,2025-08-28,46,22,2,168.57,0.1,303.43,Entregue
2715,2025-10-28,417,21,1,570.07,0.0,570.07,Entregue
2716,2024-09-26,164,22,2,168.57,0.0,337.14,Entregue
2717,2025-02-03,445,17,1,63.03,0.05,59.88,Entregue
2718,2025-10-14,22,24,1,361.41,0.0,361.41,Entregue
2719,2025-12-27,22,14,1,61.85,0.0,61.85,Em trânsito
2720,2025-11-11,443,1,2,218.58,0.0,437.16,Entregue
2721,2024-11-02,336,9,1,148.2,0.0,148.2,Entregue
2722,2024-06-19,419,4,2,301.5,0.0,603.0,Entregue
2723,2024-12-26,16,9,1,148.2,0.05,140.79,Entregue
2724,2025-07-30,391,19,2,78.99,0.0,157.98,Entregue
2725,2024-12-28,31,3,1,350.84,0.05,333.3,Entregue
2726,2024-12-23,460,24,1,361.41,0.0,361.41,Cancelado
2727,2025-10-13,143,9,1,148.2,0.0,148.2,Entregue
2728,2024-10-28,251,8,1,195.91,0.0,195.91,Em trânsito
2729,2025-10-27,327,13,1,154.87,0.15,131.64,Entregue
2730,2024-11-18,184,10,1,167.45,0.0,167.45,Entregue
2731,2024-10-06,29,6,1,68.08,0.0,68.08,Cancelado
2732,2024-12-09,417,2,2,431.76,0.0,863.52,Entregue
2733,2025-08-16,90,15,1,57.27,0.1,51.54,Em trânsito
2734,2024-04-24,246,11,2,33.09,0.0,66.18,Entregue
2735,2024-06-20,214,16,1,47.93,0.0,47.93,Em trânsito
2736,2025-12-09,377,9,1,148.2,0.0,148.2,Entregue
2737,2024-06-02,259,20,1,61.4,0.15,52.19,Em trânsito
2738,2025-03-05,7,4,1,301.5,0.0,301.5,Entregue
2739,2025-03-15,89,24,1,361.41,0.0,361.41,Em trânsito
2740,2024-12-26,340,10,1,167.45,0.0,167.45,Em trânsito
2741,2025-05-09,114,17,1,63.03,0.0,63.03,Entregue
2742,2024-07-19,48,19,2,78.99,0.0,157.98,Cancelado
2743,2025-02-18,453,5,2,137.73,0.0,275.46,Entregue
2744,2024-11-03,337,25,1,437.66,0.0,437.66,Cancelado
2745,2025-05-22,397,12,1,175.49,0.0,175.49,Entregue
2746,2024-05-06,292,18,1,90.59,0.0,90.59,Entregue
2747,2025-03-08,412,2,1,431.76,0.0,431.76,Entregue
2748,2024-06-10,398,16,2,47.93,0.0,95.86,Entregue
2749,2024-08-29,456,5,2,137.73,0.0,275.46,Entregue
2750,2024-07-09,487,17,1,63.03,0.05,59.88,Cancelado
2751,2024-06-08,53,10,1,167.45,0.15,142.33,Em trânsito
2752,2025-10-05,239,12,1,175.49,0.1,157.94,Entregue
2753,2024-09-04,94,25,1,437.66,0.0,437.66,Entregue
2754,2025-11-27,495,23,1,298.32,0.0,298.32,Entregue
2755,2025-12-17,470,4,1,301.5,0.0,301.5,Em trânsito
2756,2025-03-08,308,1,1,218.58,0.05,207.65,Entregue
2757,2024-05-07,74,1,1,218.58,0.0,218.58,Entregue
2758,2024-11-04,187,1,1,218.58,0.0,218.58,Entregue
2759,2025-09-14,494,23,2,298.32,0.0,596.64,Em trânsito
2760,2024-10-31,268,4,2,301.5,0.0,603.0,Entregue
2761,2024-03-21,18,4,3,301.5,0.0,904.5,Entregue
2762,2025-02-22,98,5,1,137.73,0.0,137.73,Entregue
2763,2025-10-17,217,4,1,301.5,0.0,301.5,Entregue
2764,2025-09-12,357,22,1,168.57,0.0,168.57,Entregue
2765,2024-06-02,210,8,2,195.91,0.1,352.64,Entregue
2766,2025-05-31,289,19,1,78.99,0.0,78.99,Entregue
2767,2024-07-10,468,9,1,148.2,0.0,148.2,Entregue
2768,2024-07-08,35,20,1,61.4,0.1,55.26,Em trânsito
2769,2025-11-04,51,2,1,431.76,0.1,388.58,Cancelado
2770,2024-08-05,330,22,2,168.57,0.05,320.28,Entregue
2771,2024-08-16,336,3,1,350.84,0.05,333.3,Entregue
2772,2024-01-01,307,7,1,50.46,0.0,50.46,Entregue
2773,2025-11-02,455,20,1,61.4,0.1,55.26,Entregue
2774,2025-09-10,213,1,1,218.58,0.0,218.58,Cancelado
2775,2025-04-25,489,7,2,50.46,0.1,90.83,Entregue
2776,2025-08-06,498,24,1,361.41,0.0,361.41,Em trânsito
2777,2024-05-15,227,10,1,167.45,0.0,167.45,Em trânsito
2778,2024-12-12,270,13,1,154.87,0.0,154.87,Em trânsito
2779,2024-10-21,342,19,1,78.99,0.0,78.99,Entregue
2780,2024-03-27,220,24,1,361.41,0.0,361.41,Entregue
2781,2024-12-25,17,1,2,218.58,0.0,437.16,Em trânsito
2782,2025-11-24,354,15,2,57.27,0.0,114.54,Entregue
2783,2024-02-06,480,5,1,137.73,0.0,137.73,Entregue
2784,2024-09-08,176,23,3,298.32,0.0,894.96,Cancelado
2785,2024-06-29,151,20,1,61.4,0.0,61.4,Em trânsito
2786,2024-07-26,274,24,2,361.41,0.0,722.82,Entregue
2787,2025-11-19,34,12,1,175.49,0.15,149.17,Em trânsito
2788,2024-12-16,74,12,1,175.49,0.0,175.49,Entregue
2789,2024-12-15,46,22,1,168.57,0.15,143.28,Entregue
2790,2025-08-14,325,20,2,61.4,0.0,122.8,Em trânsito
2791,2024-05-16,141,9,1,148.2,0.0,148.2,Em trânsito
2792,2024-12-25,180,20,1,61.4,0.0,61.4,Entregue
2793,2024-11-28,279,12,2,175.49,0.1,315.88,Em trânsito
2794,2025-03-31,498,24,1,361.41,0.0,361.41,Cancelado
2795,2025-12-31,356,24,1,361.41,0.1,325.27,Em trânsito
2796,2025-08-22,213,12,1,175.49,0.0,175.49,Em trânsito
2797,2024-11-14,64,6,1,68.08,0.1,61.27,Cancelado
2798,2025-10-06,469,7,1,50.46,0.1,45.41,Entregue
2799,2024-05-29,385,13,1,154.87,0.0,154.87,Entregue
2800,2024-01-28,212,4,1,301.5,0.0,301.5,Em trânsito
2801,2024-06-26,334,23,2,298.32,0.1,536.98,Entregue
2802,2024-10-14,79,8,2,195.91,0.0,391.82,Entregue
2803,2025-01-09,235,13,1,154.87,0.0,154.87,Em trânsito
2804,2025-04-15,216,15,3,57.27,0.1,154.63,Entregue
2805,2025-11-20,49,25,1,437.66,0.1,393.89,Entregue
2806,2025-01-09,157,13,1,154.87,0.0,154.87,Em trânsito
2807,2025-01-01,389,1,1,218.58,0.0,218.58,Entregue
2808,2024-02-16,195,5,2,137.73,0.0,275.46,Entregue
2809,2024-02-01,362,20,1,61.4,0.1,55.26,Entregue
2810,2025-02-16,477,23,1,298.32,0.05,283.4,Entregue
2811,2024-12-02,152,11,1,33.09,0.0,33.09,Entregue
2812,2025-10-14,224,25,1,437.66,0.05,415.78,Entregue
2813,2024-05-21,193,5,1,137.73,0.05,130.84,Entregue
2814,2024-01-23,59,11,1,33.09,0.0,33.09,Entregue
2815,2024-12-07,469,12,1,175.49,0.0,175.49,Entregue
2816,2024-07-25,408,2,1,431.76,0.1,388.58,Entregue
2817,2024-02-15,158,9,1,148.2,0.0,148.2,Entregue
2818,2025-07-14,110,3,2,350.84,0.0,701.68,Entregue
2819,2024-04-12,354,3,2,350.84,0.0,701.68,Entregue
2820,2025-04-09,216,11,1,33.09,0.0,33.09,Entregue
2821,2024-08-31,111,24,1,361.41,0.1,325.27,Entregue
2822,2024-05-31,250,2,1,431.76,0.05,410.17,Entregue
2823,2024-11-06,408,18,1,90.59,0.0,90.59,Entregue
2824,2025-09-17,409,3,1,350.84,0.1,315.76,Entregue
2825,2024-11-11,173,4,1,301.5,0.0,301.5,Entregue
2826,2025-08-06,281,5,3,137.73,0.15,351.21,Cancelado
2827,2024-04-23,131,15,1,57.27,0.0,57.27,Entregue
2828,2025-08-25,276,15,1,57.27,0.0,57.27,Em trânsito
2829,2024-07-25,290,22,1,168.57,0.0,168.57,Entregue
2830,2025-06-04,445,25,1,437.66,0.0,437.66,Entregue
2831,2025-03-03,67,7,1,50.46,0.0,50.46,Entregue
2832,2025-11-28,37,12,1,175.49,0.0,175.49,Cancelado
2833,2024-11-09,250,6,1,68.08,0.1,61.27,Entregue
2834,2024-03-03,7,8,2,195.91,0.0,391.82,Cancelado
2835,2024-01-18,342,25,2,437.66,0.0,875.32,Entregue
2836,2025-10-06,345,24,1,361.41,0.0,361.41,Cancelado
2837,2025-01-22,359,7,1,50.46,0.0,50.46,Entregue
2838,2025-08-27,304,17,3,63.03,0.0,189.09,Entregue
2839,2024-07-23,116,22,1,168.57,0.0,168.57,Entregue
2840,2024-10-17,349,18,2,90.59,0.05,172.12,Entregue
2841,2024-01-27,268,25,1,437.66,0.0,437.66,Em trânsito
2842,2025-12-13,224,17,1,63.03,0.1,56.73,Cancelado
2843,2025-05-27,343,18,2,90.59,0.1,163.06,Entregue
2844,2025-11-30,30,10,3,167.45,0.0,502.35,Entregue
2845,2024-08-18,220,15,1,57.27,0.0,57.27,Entregue
2846,2025-04-12,17,1,1,218.58,0.15,185.79,Entregue
2847,2025-06-05,225,4,1,301.5,0.05,286.42,Em trânsito
2848,2024-09-29,169,8,1,195.91,0.0,195.91,Entregue
2849,2025-10-19,486,21,1,570.07,0.05,541.57,Entregue
2850,2025-12-06,99,22,1,168.57,0.0,168.57,Entregue
2851,2025-11-08,394,11,1,33.09,0.0,33.09,Em trânsito
2852,2025-07-27,296,2,1,431.76,0.0,431.76,Cancelado
2853,2024-08-28,53,1,1,218.58,0.0,218.58,Entregue
2854,2024-09-01,70,17,1,63.03,0.0,63.03,Cancelado
2855,2025-12-14,293,17,2,63.03,0.0,126.06,Entregue
2856,2024-01-10,307,10,3,167.45,0.0,502.35,Entregue
2857,2025-07-07,260,15,1,57.27,0.0,57.27,Entregue
2858,2025-06-28,78,15,1,57.27,0.0,57.27,Em trânsito
2859,2025-04-21,82,12,1,175.49,0.0,175.49,Em trânsito
2860,2025-12-27,105,20,1,61.4,0.0,61.4,Em trânsito
2861,2024-09-25,326,15,1,57.27,0.0,57.27,Entregue
2862,2024-10-14,59,25,1,437.66,0.0,437.66,Entregue
2863,2024-03-14,496,23,1,298.32,0.0,298.32,Em trânsito
2864,2024-12-04,418,22,2,168.57,0.0,337.14,Entregue
2865,2024-08-14,146,11,1,33.09,0.0,33.09,Entregue
2866,2024-10-16,70,3,2,350.84,0.0,701.68,Cancelado
2867,2025-10-11,452,7,1,50.46,0.0,50.46,Entregue
2868,2025-12-01,363,21,2,570.07,0.0,1140.14,Em trânsito
2869,2024-06-11,23,1,1,218.58,0.05,207.65,Em trânsito
2870,2024-11-03,196,10,1,167.45,0.0,167.45,Entregue
2871,2025-11-28,280,20,2,61.4,0.0,122.8,Em trânsito
2872,2024-02-28,49,5,1,137.73,0.0,137.73,Entregue
2873,2024-03-26,131,24,1,361.41,0.0,361.41,Entregue
2874,2024-05-23,483,3,1,350.84,0.0,350.84,Entregue
2875,2025-03-29,84,9,3,148.2,0.0,444.6,Cancelado
2876,2024-05-13,200,15,1,57.27,0.0,57.27,Cancelado
2877,2025-12-16,108,17,1,63.03,0.0,63.03,Entregue
2878,2024-12-06,89,13,1,154.87,0.0,154.87,Entregue
2879,2025-01-01,407,2,1,431.76,0.0,431.76,Entregue
2880,2024-08-02,319,7,1,50.46,0.0,50.46,Cancelado
2881,2024-12-18,402,9,1,148.2,0.0,148.2,Entregue
2882,2025-05-23,433,8,1,195.91,0.05,186.11,Cancelado
2883,2025-08-07,28,23,1,298.32,0.0,298.32,Entregue
2884,2025-08-09,171,18,1,90.59,0.0,90.59,Em trânsito
2885,2025-03-14,214,16,1,47.93,0.0,47.93,Cancelado
2886,2025-11-17,321,1,2,218.58,0.0,437.16,Entregue
2887,2025-09-29,312,11,2,33.09,0.0,66.18,Entregue
2888,2025-08-12,268,3,1,350.84,0.0,350.84,Entregue
2889,2024-02-22,297,19,1,78.99,0.0,78.99,Entregue
2890,2024-01-07,497,5,1,137.73,0.0,137.73,Em trânsito
2891,2024-07-03,47,6,2,68.08,0.0,136.16,Entregue
2892,2025-05-24,254,2,1,431.76,0.0,431.76,Cancelado
2893,2024-11-20,473,8,1,195.91,0.1,176.32,Em trânsito
2894,2024-11-16,116,13,1,154.87,0.0,154.87,Entregue
2895,2025-11-08,233,1,2,218.58,0.0,437.16,Entregue
2896,2025-11-13,240,12,1,175.49,0.0,175.49,Entregue
2897,2025-11-19,464,13,1,154.87,0.0,154.87,Entregue
2898,2024-09-26,7,6,1,68.08,0.0,68.08,Entregue
2899,2025-06-16,285,16,2,47.93,0.0,95.86,Entregue
2900,2024-08-23,4,23,1,298.32,0.0,298.32,Entregue
2901,2024-06-15,18,22,1,168.57,0.0,168.57,Entregue
2902,2024-06-10,150,8,1,195.91,0.0,195.91,Entregue
2903,2024-10-15,226,14,1,61.85,0.1,55.66,Entregue
2904,2024-11-28,490,16,1,47.93,0.05,45.53,Entregue
2905,2025-10-08,469,21,1,570.07,0.0,570.07,Entregue
2906,2024-04-18,66,24,1,361.41,0.0,361.41,Entregue
2907,2025-07-24,286,16,1,47.93,0.05,45.53,Em trânsito
2908,2025-01-28,116,25,1,437.66,0.1,393.89,Cancelado
2909,2024-09-06,195,13,1,154.87,0.0,154.87,Cancelado
2910,2024-12-28,206,24,1,361.41,0.0,361.41,Entregue
2911,2024-09-15,271,11,1,33.09,0.0,33.09,Cancelado
2912,2025-03-30,363,20,1,61.4,0.0,61.4,Em trânsito
2913,2024-11-30,401,16,2,47.93,0.15,81.48,Entregue
2914,2024-05-24,23,1,1,218.58,0.0,218.58,Em trânsito
2915,2024-04-16,125,21,1,570.07,0.15,484.56,Cancelado
2916,2025-02-12,382,18,1,90.59,0.1,81.53,Entregue
2917,2025-11-16,21,22,1,168.57,0.0,168.57,Cancelado
2918,2024-10-16,5,6,2,68.08,0.15,115.74,Entregue
2919,2025-07-22,249,23,2,298.32,0.0,596.64,Entregue
2920,2025-05-20,458,8,1,195.91,0.0,195.91,Entregue
2921,2025-11-29,325,9,1,148.2,0.0,148.2,Entregue
2922,2025-10-02,127,22,1,168.57,0.1,151.71,Entregue
2923,2025-03-04,66,5,1,137.73,0.0,137.73,Entregue
2924,2025-05-19,459,18,1,90.59,0.0,90.59,Em trânsito
2925,2025-11-14,356,19,1,78.99,0.0,78.99,Cancelado
2926,2024-11-15,167,7,1,50.46,0.0,50.46,Entregue
2927,2024-10-05,422,7,1,50.46,0.0,50.46,Cancelado
2928,2024-01-10,337,23,1,298.32,0.0,298.32,Entregue
2929,2025-10-05,7,25,1,437.66,0.0,437.66,Cancelado
2930,2025-09-16,6,16,2,47.93,0.15,81.48,Entregue
2931,2024-04-06,80,3,1,350.84,0.0,350.84,Entregue
2932,2025-03-13,314,10,1,167.45,0.0,167.45,Em trânsito
2933,2024-12-14,254,8,1,195.91,0.15,166.52,Em trânsito
2934,2024-04-17,269,14,1,61.85,0.0,61.85,Em trânsito
2935,2025-12-22,31,17,1,63.03,0.0,63.03,Cancelado
2936,2024-07-05,122,23,2,298.32,0.0,596.64,Cancelado
2937,2024-03-04,385,16,1,47.93,0.0,47.93,Cancelado
2938,2025-03-29,14,9,1,148.2,0.0,148.2,Em trânsito
2939,2025-07-27,183,8,1,195.91,0.15,166.52,Entregue
2940,2024-01-29,292,20,1,61.4,0.0,61.4,Entregue
2941,2025-05-20,67,18,1,90.59,0.0,90.59,Em trânsito
2942,2025-01-29,85,9,1,148.2,0.0,148.2,Entregue
2943,2024-04-05,427,16,1,47.93,0.0,47.93,Entregue
2944,2024-05-31,247,16,2,47.93,0.0,95.86,Cancelado
2945,2025-03-05,217,1,1,218.58,0.0,218.58,Em trânsito
2946,2024-09-12,120,24,1,361.41,0.0,361.41,Entregue
2947,2025-12-02,166,15,1,57.27,0.0,57.27,Em trânsito
2948,2025-09-30,90,17,1,63.03,0.0,63.03,Entregue
2949,2025-12-24,260,8,1,195.91,0.0,195.91,Entregue
2950,2024-08-13,285,4,2,301.5,0.0,603.0,Cancelado
2951,2025-12-17,205,12,1,175.49,0.0,175.49,Cancelado
2952,2024-11-29,312,22,1,168.57,0.0,168.57,Entregue
2953,2024-10-19,2,15,1,57.27,0.1,51.54,Cancelado
2954,2024-02-16,64,6,2,68.08,0.0,136.16,Entregue
2955,2024-02-19,208,3,1,350.84,0.0,350.84,Entregue
2956,2025-06-16,208,17,1,63.03,0.0,63.03,Em trânsito
2957,2024-12-11,240,18,2,90.59,0.05,172.12,Entregue
2958,2024-07-16,298,23,1,298.32,0.0,298.32,Entregue
2959,2025-04-14,250,14,1,61.85,0.05,58.76,Entregue
2960,2024-08-08,188,1,1,218.58,0.0,218.58,Entregue
2961,2025-03-13,390,22,1,168.57,0.05,160.14,Entregue
2962,2024-10-26,135,6,1,68.08,0.05,64.68,Entregue
2963,2025-10-03,150,7,1,50.46,0.0,50.46,Entregue
2964,2025-10-02,123,25,2,437.66,0.0,875.32,Entregue
2965,2024-12-21,492,3,2,350.84,0.0,701.68,Em trânsito
2966,2024-10-21,193,3,1,350.84,0.0,350.84,Cancelado
2967,2024-10-28,369,1,1,218.58,0.0,218.58,Entregue
2968,2025-09-20,157,8,3,195.91,0.0,587.73,Entregue
2969,2024-10-06,297,15,1,57.27,0.0,57.27,Cancelado
2970,2024-06-30,96,12,1,175.49,0.1,157.94,Entregue
2971,2024-03-19,372,1,1,218.58,0.1,196.72,Entregue
2972,2024-12-15,31,11,1,33.09,0.0,33.09,Cancelado
2973,2024-12-23,55,18,1,90.59,0.0,90.59,Entregue
2974,2025-10-15,242,12,1,175.49,0.1,157.94,Entregue
2975,2024-07-11,406,11,1,33.09,0.0,33.09,Entregue
2976,2024-11-07,31,18,1,90.59,0.0,90.59,Cancelado
2977,2025-09-22,348,22,1,168.57,0.0,168.57,Em trânsito
2978,2025-10-04,491,8,1,195.91,0.15,166.52,Entregue
2979,2024-11-08,322,13,1,154.87,0.0,154.87,Entregue
2980,2024-12-12,243,8,1,195.91,0.0,195.91,Entregue
2981,2024-09-18,195,21,1,570.07,0.0,570.07,Entregue
2982,2025-11-30,138,23,1,298.32,0.0,298.32,Em trânsito
2983,2024-04-17,78,9,1,148.2,0.0,148.2,Cancelado
2984,2025-11-30,209,9,2,148.2,0.0,296.4,Entregue
2985,2025-06-10,379,12,1,175.49,0.0,175.49,Entregue
2986,2025-01-28,385,12,1,175.49,0.0,175.49,Entregue
2987,2024-01-30,160,19,1,78.99,0.0,78.99,Entregue
2988,2024-12-20,144,20,1,61.4,0.0,61.4,Cancelado
2989,2024-11-18,154,13,1,154.87,0.0,154.87,Entregue
2990,2024-05-22,335,23,1,298.32,0.0,298.32,Entregue
2991,2025-05-18,370,5,1,137.73,0.0,137.73,Cancelado
2992,2025-12-18,147,5,1,137.73,0.0,137.73,Entregue
2993,2025-02-28,142,5,3,137.73,0.0,413.19,Entregue
2994,2025-07-06,459,2,1,431.76,0.1,388.58,Cancelado
2995,2024-03-05,306,19,2,78.99,0.0,157.98,Cancelado
2996,2024-11-23,72,6,1,68.08,0.1,61.27,Em trânsito
2997,2024-04-16,70,5,1,137.73,0.0,137.73,Entregue
2998,2025-04-13,101,9,1,148.2,0.0,148.2,Entregue
2999,2025-12-02,2,22,2,168.57,0.0,337.14,Entregue
3000,2025-05-23,62,16,1,47.93,0.0,47.93,Entregue
3001,2024-03-12,148,25,1,437.66,0.05,415.78,Entregue
3002,2024-10-23,181,5,2,137.73,0.15,234.14,Entregue
3003,2025-02-16,462,24,1,361.41,0.0,361.41,Entregue
3004,2024-11-16,342,3,1,350.84,0.15,298.21,Entregue
3005,2025-10-10,392,24,1,361.41,0.0,361.41,Entregue
3006,2025-09-27,88,20,1,61.4,0.1,55.26,Em trânsito
3007,2025-04-12,241,8,1,195.91,0.15,166.52,Entregue
3008,2024-11-03,293,5,1,137.73,0.0,137.73,Entregue
3009,2024-08-10,440,16,1,47.93,0.0,47.93,Entregue
3010,2024-04-07,282,23,1,298.32,0.0,298.32,Entregue
3011,2024-10-23,88,5,1,137.73,0.0,137.73,Cancelado
3012,2024-11-21,278,23,1,298.32,0.0,298.32,Cancelado
3013,2025-06-03,187,15,1,57.27,0.0,57.27,Entregue
3014,2025-05-20,103,22,1,168.57,0.1,151.71,Em trânsito
3015,2024-03-06,412,13,1,154.87,0.15,131.64,Em trânsito
3016,2024-11-13,47,4,1,301.5,0.0,301.5,Entregue
3017,2024-06-07,182,12,1,175.49,0.0,175.49,Entregue
3018,2024-05-18,372,15,1,57.27,0.05,54.41,Entregue
3019,2025-10-06,237,12,1,175.49,0.05,166.72,Entregue
3020,2024-02-08,94,21,1,570.07,0.0,570.07,Entregue
3021,2024-11-23,340,19,1,78.99,0.0,78.99,Cancelado
3022,2024-05-27,405,22,1,168.57,0.0,168.57,Entregue
3023,2025-11-06,433,19,1,78.99,0.0,78.99,Entregue
3024,2025-02-22,152,3,2,350.84,0.1,631.51,Entregue
3025,2024-07-20,426,15,1,57.27,0.0,57.27,Em trânsito
3026,2025-01-02,137,24,1,361.41,0.0,361.41,Entregue
3027,2025-07-20,245,2,1,431.76,0.1,388.58,Em trânsito
3028,2025-12-12,149,17,1,63.03,0.0,63.03,Entregue
3029,2024-07-10,475,18,1,90.59,0.0,90.59,Entregue
3030,2025-11-09,266,7,1,50.46,0.0,50.46,Entregue
3031,2025-11-30,473,12,1,175.49,0.0,175.49,Entregue
3032,2025-11-22,480,18,2,90.59,0.0,181.18,Entregue
3033,2025-05-02,379,19,2,78.99,0.0,157.98,Entregue
3034,2025-04-27,215,7,1,50.46,0.05,47.94,Entregue
3035,2024-11-16,135,24,3,361.41,0.1,975.81,Entregue
3036,2025-08-08,431,18,1,90.59,0.05,86.06,Entregue
3037,2025-01-28,154,5,2,137.73,0.0,275.46,Entregue
3038,2025-06-04,322,7,1,50.46,0.0,50.46,Cancelado
3039,2024-11-28,403,24,1,361.41,0.0,361.41,Entregue
3040,2025-07-21,410,20,1,61.4,0.0,61.4,Entregue
3041,2025-10-04,351,23,1,298.32,0.0,298.32,Entregue
3042,2024-05-10,273,4,1,301.5,0.0,301.5,Entregue
3043,2025-10-10,63,1,1,218.58,0.1,196.72,Em trânsito
3044,2025-02-05,384,22,1,168.57,0.0,168.57,Entregue
3045,2025-10-17,18,5,1,137.73,0.0,137.73,Entregue
3046,2024-11-29,230,10,1,167.45,0.0,167.45,Entregue
3047,2024-11-06,307,25,1,437.66,0.1,393.89,Cancelado
